Row ID,Projected Annual Salary
277363,$112438.80
229621,$82350.72
262129,$73915.20
240575,$143946.72
182954,$83053.93
216164,$63412.56
183203,$95402.96
239011,$70928.61
218970,$70386.48
179300,$92623.68
175701,$49299.51
246190,$102541.68
192770,$133193.52
260632,$68340.24
261367,$88301.52
237504,$118967.53
177156,$64707.12
211496,$36289.44
208119,$95998.41
239577,$67625.10
275952,$67964.40
269420,$34452.00
181930,$189041.00
210567,$31445.28
248849,$95943.60
189413,$102291.12
238380,$60552.00
176042,$67525.92
215474,$86484.96
247606,$137077.20
262055,$68131.44
267057,$39880.80
236064,$29294.64
241134,$124152.48
274561,$84856.32
250090,$98509.23
204223,$121709.52
183332,$100511.10
276279,$85190.40
239377,$72699.69
215949,$63767.52
281540,$113169.60
276424,$67839.12
218525,$53598.96
277015,$130792.32
241829,$27812.16
258498,$79629.01
226527,$78613.20
222624,$79615.44
270675,$31445.28
208034,$60760.80
244526,$61115.76
194875,$89303.76
202302,$92596.54
218793,$76838.40
184717,$70928.61
244214,$33762.96
245785,$134696.88
282315,$70386.48
252197,$69467.76
178230,$64707.12
284636,$101581.20
238551,$45548.23
203012,$64707.12
252207,$82329.84
238537,$47994.17
262343,$44182.08
202538,$101265.65
218996,$70386.48
262819,$42994.27
204944,$110998.08
265197,$51698.88
192296,$127409.76
231734,$134592.48
214127,$31445.28
182436,$77267.19
235325,$101518.56
212624,$34452.00
270781,$31445.28
200348,$116510.40
281915,$67839.12
192827,$140564.16
227521,$97092.00
210755,$31445.28
196952,$73372.32
214920,$55749.60
224332,$56041.92
257847,$87082.65
256709,$77256.00
205628,$70723.43
191548,$108262.80
210935,$31320.00
254189,$101337.17
244497,$61115.76
184761,$84258.26
237121,$76521.47
198835,$106425.36
256726,$77256.00
174975,$102423.97
230112,$50584.67
196739,$93500.64
208610,$111812.40
233589,$87132.24
182492,$68780.96
244615,$32867.73
188539,$55291.28
247063,$114041.60
259470,$48295.44
175935,$61172.92
284238,$86944.32
238151,$99385.07
185300,$83039.01
280324,$99075.60
194706,$91078.56
277128,$77360.40
244318,$80137.44
246837,$114318.00
211711,$36289.44
193779,$91955.52
192794,$140564.16
194731,$88426.80
256865,$94732.56
215999,$49916.25
275053,$59800.32
207791,$60405.84
281350,$91057.68
272441,$63767.52
212850,$34452.00
214654,$31445.28
242501,$43451.28
256469,$66816.00
227060,$118577.52
188831,$86631.12
268827,$34452.00
261902,$44182.08
261003,$94471.56
273997,$63913.68
264444,$71138.16
179417,$210407.50
188366,$39150.00
226153,$117115.92
250242,$96152.40
254674,$106383.60
268354,$34452.00
220389,$86234.40
221601,$68528.16
210517,$31445.28
237268,$78758.61
190883,$32176.08
230642,$55523.57
270420,$55874.88
234624,$38920.32
187461,$96444.72
215501,$86484.96
226550,$78613.20
277948,$103105.44
201641,$77256.00
205572,$111979.44
226098,$120206.16
244072,$33762.96
205528,$64707.12
205569,$74544.21
283417,$78613.20
258332,$66486.62
221860,$114213.60
236210,$120769.92
200447,$119538.00
284797,$82350.72
193259,$57420.00
278670,$86234.40
222523,$84584.88
192914,$57420.00
255355,$113211.36
195971,$91078.56
264640,$55332.00
190409,$99221.76
232090,$56396.88
186374,$127869.12
235877,$44495.28
180842,$62765.28
263506,$90201.60
204190,$94502.88
203659,$46312.62
237467,$78758.61
236198,$87342.61
242907,$52408.80
197882,$100766.88
234350,$210407.50
226477,$133151.76
237435,$77267.19
219025,$76838.40
222833,$86234.40
269868,$31320.00
226957,$84480.48
174482,$135299.27
245075,$92196.16
185345,$79224.69
256087,$52408.80
279227,$101998.80
216951,$36226.80
195448,$88426.80
253894,$106743.52
263314,$60760.80
175664,$49299.51
274380,$106529.76
186696,$138288.24
207447,$66314.88
202112,$59432.57
275060,$61428.96
199427,$101142.72
193264,$62368.56
213243,$34452.00
201758,$109202.40
253401,$96277.68
256212,$83687.04
238103,$97252.33
195467,$101017.44
209129,$100516.32
183856,$45548.23
275572,$70386.48
218533,$59737.68
284777,$126198.72
269801,$34452.00
202696,$83373.84
258310,$68266.12
263447,$95212.80
284233,$96904.08
265865,$31445.28
275242,$53598.96
205714,$130082.40
256139,$52408.80
203715,$46312.62
233809,$76379.04
183589,$126605.88
180957,$37396.08
220120,$130792.32
233890,$68047.92
201850,$94502.88
252726,$104525.28
201624,$77256.00
216108,$52742.88
175010,$82782.68
265164,$66001.68
211035,$33032.16
261614,$72077.76
191001,$203517.36
252039,$69467.76
226722,$99054.72
266283,$31320.00
265225,$73518.48
178484,$139875.12
277687,$104587.92
198620,$99284.40
276308,$89449.92
175548,$50584.67
186231,$40924.80
211971,$31320.00
184389,$70805.57
282336,$70386.48
261762,$88301.52
204291,$111624.48
276021,$63892.80
202100,$56334.24
192376,$120707.28
193555,$77423.04
239915,$81267.94
240671,$111979.44
249600,$99242.64
273309,$34974.00
198081,$117575.28
176731,$70323.84
206350,$89992.80
222522,$89554.32
222006,$120582.00
248628,$112475.86
205458,$52408.80
210106,$77506.56
270750,$31445.28
233072,$99634.40
212085,$32593.68
234982,$38857.68
283029,$81828.72
260298,$55115.11
246110,$97238.16
257706,$96484.91
282745,$60927.84
217522,$121646.88
279463,$97405.20
251589,$96152.40
261809,$98449.20
182654,$78758.61
230065,$49134.82
187959,$94607.28
181461,$115007.04
264521,$48733.92
275195,$59800.32
187134,$83561.76
237972,$97252.33
231639,$108880.07
210408,$52279.87
217519,$82684.80
270703,$31445.28
217254,$94106.16
178336,$118452.24
178479,$100056.96
280279,$84480.48
235414,$142819.20
283573,$149187.60
186049,$72641.52
231874,$68277.60
283903,$89136.72
198754,$101163.60
217756,$89094.96
250819,$82329.84
189800,$72996.48
261034,$106666.79
210469,$31445.28
231892,$136743.12
246347,$114159.83
208126,$118452.24
261051,$104045.04
260656,$82538.64
243346,$45748.08
191781,$120544.68
235752,$58672.80
193549,$98595.36
260233,$123233.76
190260,$94502.88
281946,$139499.28
180457,$44056.80
216793,$34974.00
248982,$95125.37
181187,$57420.00
176221,$84188.16
206501,$94502.88
252763,$109232.15
231026,$109194.83
242922,$90201.60
194619,$96590.88
276158,$85190.40
255096,$107318.24
261325,$94210.56
192197,$113211.36
268358,$31320.00
235319,$100161.36
250704,$94168.80
189283,$40752.54
243837,$91746.72
282361,$70386.48
185844,$111624.48
272987,$111979.44
245327,$70302.96
284788,$80325.36
277541,$94127.04
197340,$93500.64
196865,$91078.56
189229,$40752.54
201288,$110476.08
212991,$34452.00
230451,$101529.00
216821,$34974.00
174156,$68340.24
205205,$48044.88
256994,$84793.68
216191,$55313.21
192202,$112125.60
211501,$36289.44
182346,$77267.19
236573,$189041.00
176215,$78487.92
180087,$142840.08
263570,$63642.24
200942,$53850.04
245510,$33032.16
223888,$70386.48
253129,$106383.60
179165,$41676.48
218119,$79072.56
227822,$104086.80
262952,$48003.12
277622,$121667.76
215914,$63767.52
264400,$49631.76
265274,$77561.89
208148,$100516.32
282696,$101998.80
212763,$31320.00
267795,$31320.00
189777,$61930.08
266361,$31320.00
206217,$88301.52
269057,$34452.00
276116,$63892.80
266829,$33032.16
279800,$116781.84
178165,$92196.16
186956,$38857.68
234041,$119809.44
225089,$62535.60
209560,$63182.88
244406,$39926.21
175254,$82350.72
232919,$76420.80
278805,$86234.40
221085,$143821.44
210294,$49623.67
202635,$101265.65
194624,$98365.68
230264,$51869.84
222780,$97405.20
258749,$126198.72
174931,$122125.03
222399,$99514.08
273012,$111979.44
231473,$57649.68
202602,$96484.91
278995,$84584.88
255236,$107318.24
178915,$126198.72
184675,$80988.30
192731,$140564.16
284469,$99514.08
215086,$64707.12
237116,$78758.61
232882,$76420.80
259521,$143090.64
258387,$66486.62
250256,$91955.52
212236,$31320.00
236859,$142091.27
221519,$95818.32
230236,$50584.67
216205,$118452.24
237459,$78758.61
280066,$151672.32
236093,$44365.30
250843,$93500.64
197204,$96234.88
260188,$111979.44
260714,$68266.12
265534,$58338.72
251332,$91955.52
211570,$36289.44
225025,$67839.12
229033,$66252.24
175691,$46729.44
248783,$111499.20
242074,$88157.71
200650,$122825.30
191691,$113211.36
271396,$34559.27
233818,$76379.04
208501,$98574.48
236142,$111332.16
183434,$136153.26
239416,$79224.69
276313,$89449.92
205676,$83267.35
250469,$94377.60
197006,$93500.64
229152,$95108.40
191185,$108262.80
221420,$106634.16
274573,$82559.52
199474,$117631.92
206385,$104039.82
261660,$85440.96
220428,$145032.48
261692,$121709.52
267197,$36289.44
218331,$59800.32
177793,$56396.88
230660,$149876.64
227457,$77381.28
277989,$101497.68
209057,$53557.20
203522,$75325.64
282691,$101998.80
231383,$60820.31
209490,$55332.00
245764,$111332.16
212269,$34452.00
271948,$138288.24
214683,$31445.28
217758,$116134.56
231068,$91746.72
219554,$85190.40
274772,$57795.84
270531,$0.00
247443,$127409.76
241907,$97655.76
187700,$45841.00
184738,$67386.47
223276,$91224.72
261952,$64540.08
181124,$80137.44
174424,$41061.04
241182,$86224.48
234049,$154449.36
220789,$114819.12
235741,$75000.96
193825,$93510.30
250932,$93730.32
270950,$31445.28
258207,$70045.61
191750,$114318.00
255108,$119623.61
177094,$93229.20
272643,$47314.08
176154,$138309.12
277928,$92790.72
272630,$63767.52
272758,$63767.52
174138,$68340.24
254058,$106335.84
186247,$94502.88
196481,$77423.04
177267,$61950.96
174227,$52408.80
272475,$63767.52
227797,$63120.24
245534,$121709.52
218394,$61428.96
240319,$52408.80
213683,$41760.00
182265,$34911.36
242559,$46115.57
271462,$41760.00
275624,$70386.48
224862,$199236.96
267517,$35078.40
203432,$111624.48
181205,$41760.00
184096,$67263.43
218027,$57795.84
233363,$32176.08
186337,$108335.62
267058,$39880.80
256275,$71889.84
184222,$82766.83
235620,$34911.36
251963,$98365.68
279986,$75731.76
219810,$68904.00
244086,$31988.16
241197,$100669.01
174184,$41029.20
215543,$91241.69
182426,$77267.19
235997,$73038.24
219035,$82288.08
269060,$34452.00
196827,$101017.44
262923,$39630.24
191403,$111211.32
216243,$62911.44
178426,$85117.84
225529,$70386.48
179942,$66377.52
231331,$62405.62
204550,$111979.44
272462,$63767.52
255780,$119538.00
238222,$107255.34
189081,$41873.27
178943,$172907.28
215843,$67274.84
225011,$66022.56
265028,$58150.80
185115,$84530.44
231959,$31779.36
197481,$104525.28
180261,$111624.48
259388,$66486.62
196522,$91955.52
184559,$70805.57
245281,$80137.44
184377,$68922.64
187990,$71239.95
224712,$122523.84
197350,$96820.56
220212,$130792.32
205927,$104400.00
211524,$36289.44
178978,$76692.24
175544,$51869.84
240821,$70950.24
216545,$34974.00
253480,$98720.64
243653,$64540.08
225390,$70386.48
226917,$101038.32
199485,$106279.20
194856,$91078.56
272901,$100516.32
249095,$91955.52
212140,$34452.00
282468,$92394.00
196403,$91955.52
241861,$111770.64
188273,$61950.96
234676,$66502.80
283393,$78613.20
232480,$50738.40
278717,$86234.40
268884,$31320.00
184128,$69131.44
189512,$39926.21
208449,$95162.69
227000,$89136.72
245439,$105130.80
212311,$34452.00
190504,$73560.24
238399,$60552.00
178965,$74583.36
255794,$123024.96
230174,$49299.51
258227,$70045.61
246086,$108262.80
237428,$76521.47
267724,$21506.40
230276,$46729.44
235322,$111624.48
250759,$101017.44
248639,$98595.36
203324,$79629.01
237437,$76521.47
280458,$97050.24
267126,$36289.44
260504,$70657.92
263624,$119684.16
231778,$66768.24
210754,$31445.28
230015,$50584.67
243431,$50988.96
200216,$116510.40
256400,$110476.08
246646,$120544.68
203891,$64707.12
264765,$55332.00
193775,$137135.14
254984,$119623.61
265172,$67816.67
240543,$59633.28
279268,$89554.32
196125,$107114.40
261237,$56396.88
241083,$113983.40
256420,$116614.80
232686,$76149.36
239654,$79224.69
180086,$118139.04
245700,$58088.16
243328,$48295.44
261307,$61950.96
177473,$138956.40
174601,$85503.60
192631,$137077.20
232258,$72098.90
183250,$92330.61
242052,$77256.00
206675,$53850.04
270820,$31445.28
228188,$80325.36
219090,$82288.08
186449,$73094.36
263453,$100516.32
194937,$91078.56
270690,$31445.28
265078,$74353.68
221998,$130792.32
278357,$68528.16
192130,$114318.00
213192,$34452.00
268617,$34452.00
232326,$69446.88
261807,$64707.12
260692,$54100.08
252784,$107373.83
277130,$86234.40
260849,$111979.44
229315,$122125.03
234901,$73560.24
211166,$33032.16
218818,$70386.48
218682,$76838.40
260638,$52408.80
215150,$69906.24
235743,$86819.04
268639,$31320.00
198125,$99096.48
181314,$171654.48
187927,$103502.16
222178,$120582.00
192812,$141921.36
271169,$31445.28
235330,$101518.56
185219,$70432.71
215657,$67274.84
226943,$84480.48
241367,$64707.12
224617,$70386.48
209935,$75540.19
217863,$84856.32
228777,$41061.04
201568,$55203.07
272097,$86484.96
214679,$31445.28
182839,$100414.16
242790,$82350.72
245929,$182574.72
259141,$111624.48
186059,$167060.88
276426,$67839.12
219800,$65604.96
185528,$67889.83
218382,$59800.32
193391,$57420.00
263339,$41029.20
210788,$39150.00
279260,$99514.08
200906,$59615.01
247757,$140564.16
258671,$111812.40
261053,$112416.35
261122,$95074.47
174898,$115719.83
246202,$108262.80
257570,$88422.10
282301,$63141.12
273703,$94502.88
207069,$80722.08
228496,$59654.16
202967,$93229.20
184211,$69034.50
198913,$99096.48
269069,$31320.00
221149,$143821.44
254041,$103585.68
277308,$120623.76
193376,$62368.56
258752,$77256.00
211053,$33032.16
251174,$94411.27
202632,$96484.91
198886,$112149.87
233769,$72349.20
272632,$63767.52
201917,$94502.88
223956,$74875.68
266913,$52617.60
242708,$111624.48
273619,$59654.16
224843,$97092.00
237271,$80801.87
215462,$86484.96
217272,$84396.96
203493,$109317.50
259458,$100307.52
240217,$79496.87
179843,$150336.00
237075,$76521.47
186766,$121709.52
281029,$69634.80
236765,$66941.28
241137,$60552.00
271289,$32803.52
232994,$92196.16
276704,$54496.80
223433,$92665.44
206269,$88364.16
235086,$155138.40
189515,$39926.21
260772,$45841.00
204209,$78968.16
195222,$89303.76
260279,$53849.52
254499,$101518.56
282530,$103460.40
269711,$31320.00
279550,$94022.64
251225,$91955.52
233412,$105444.00
205685,$61324.56
280510,$101476.80
190988,$203517.36
262218,$54872.64
278107,$99347.04
209716,$103502.16
182707,$77267.19
245722,$61324.56
238672,$47994.17
255691,$123994.58
261945,$73915.20
176878,$42783.12
184503,$69034.50
250146,$112475.86
220556,$73205.28
248234,$57420.00
256896,$118577.52
251680,$98723.77
187213,$88157.71
244076,$40752.54
176522,$70182.38
190757,$61324.56
205169,$89919.98
190680,$91976.40
248952,$96152.40
248981,$98723.77
181791,$100516.32
188446,$52408.80
220356,$76838.40
201482,$56767.76
239056,$69157.54
239252,$67386.47
229372,$99667.81
263068,$45956.88
193597,$77423.04
221685,$74875.68
205015,$111979.44
197748,$98699.76
279159,$99514.08
215807,$63767.52
259592,$76399.92
217241,$89199.36
272573,$52691.99
225152,$100662.48
241401,$143090.64
230497,$77256.00
221255,$97968.96
242536,$45841.00
267379,$36289.44
205725,$91594.04
192441,$120707.28
228028,$78383.52
238358,$60552.00
273442,$34974.00
174535,$53431.92
183046,$99787.76
271094,$31445.28
192458,$127409.76
187145,$77256.00
185798,$64707.12
212366,$31320.00
270399,$42532.56
185543,$67386.47
193610,$90848.88
199693,$116510.40
185027,$72252.26
278537,$151567.92
269195,$31320.00
213459,$31320.00
271097,$31445.28
174444,$43307.73
217658,$97092.00
175407,$51634.67
199503,$106743.52
236925,$0.00
249085,$98595.36
186502,$113086.08
282411,$89596.08
252076,$73372.32
284400,$90159.84
284446,$101998.80
182538,$76521.47
175251,$82350.72
249429,$101233.81
182962,$90585.64
271897,$57106.80
262541,$73915.20
224689,$113169.60
212124,$30046.32
185967,$140418.00
235211,$87132.24
254251,$114638.77
229124,$97300.80
250126,$104652.65
213559,$30046.32
281223,$69634.80
241185,$63997.20
204700,$84000.24
284827,$105673.68
245459,$67191.84
212319,$31320.00
191237,$111211.32
217085,$138309.12
255890,$119538.00
214965,$42428.16
264879,$100516.32
265994,$31445.28
180239,$138288.24
209704,$43158.96
255137,$119623.61
248805,$95943.60
245531,$52408.80
197686,$109223.28
246589,$115178.52
178673,$44517.47
222235,$104546.16
264495,$75606.48
248124,$57420.00
263607,$76942.80
246949,$120544.68
244431,$36790.56
223735,$130792.32
243153,$72098.64
186800,$32176.08
229300,$125213.18
224275,$69634.80
178082,$158249.52
220268,$130792.32
229919,$51869.84
217494,$116280.72
253239,$103585.68
230158,$49299.51
281901,$64247.76
267962,$34452.00
256973,$94502.88
220218,$120582.00
180891,$42887.52
246332,$108262.80
219036,$90159.84
254257,$109351.95
224430,$59173.92
264021,$68926.97
220426,$86234.40
253749,$107623.09
243170,$72098.64
216648,$34974.00
178106,$61282.80
196517,$98582.05
236902,$104316.48
262801,$41843.52
197594,$106743.52
181919,$175434.28
255214,$116510.40
244432,$39926.21
189213,$32867.73
271434,$31925.52
282381,$70386.48
222733,$99848.16
253053,$103585.68
215713,$60405.84
211645,$36289.44
257059,$94502.88
264749,$55332.00
202622,$96484.91
244499,$61115.76
246000,$105130.80
178323,$111979.44
181145,$86819.04
280874,$74875.68
230472,$90201.60
180397,$68340.24
217813,$92289.60
270279,$0.00
234184,$167191.38
177879,$80033.04
276276,$85190.40
174972,$107121.97
205006,$111979.44
237684,$90585.64
190579,$33032.16
249763,$98595.36
270540,$31445.28
179716,$172427.04
200913,$52408.80
277233,$109703.52
283396,$78613.20
180898,$110736.82
215241,$94502.88
270571,$31445.28
264569,$55332.00
230422,$71239.95
184962,$79224.69
284871,$118326.96
190080,$53850.04
183586,$122623.02
239434,$57364.07
230704,$52241.76
237929,$90585.64
275698,$72307.44
272344,$63767.52
193196,$62368.56
223972,$74875.68
265658,$38857.68
241646,$190446.48
241384,$56480.40
205186,$43096.32
217198,$76587.84
183107,$90585.64
211149,$33032.16
229340,$97496.29
232568,$111624.48
279050,$99514.08
246650,$111018.96
271283,$39150.00
254229,$109232.15
229090,$90911.52
251964,$101017.44
190898,$32176.08
246954,$111018.96
251820,$91078.56
274046,$58923.36
213472,$34452.00
237016,$79690.76
225702,$91788.48
228755,$38920.32
281489,$113169.60
236408,$86484.96
235911,$61345.44
224166,$74875.68
206343,$142443.36
223791,$130124.16
195020,$93730.32
255062,$116510.40
176171,$55332.00
203165,$64707.12
198391,$101163.60
184082,$84258.26
255507,$119538.00
186867,$180382.32
193054,$62368.56
225578,$70386.48
193321,$62368.56
243016,$102917.52
232261,$68340.24
217749,$188713.44
240297,$74165.76
238336,$60552.00
174480,$159982.56
201601,$77256.00
253821,$106383.60
198071,$99639.36
205984,$97551.36
179464,$82058.40
175245,$82350.72
283013,$153885.60
232127,$39630.24
223805,$74875.68
244892,$46678.28
235648,$34911.36
267236,$36289.44
230425,$71239.95
263790,$63182.88
181890,$94502.88
272873,$64915.92
215439,$143090.64
177381,$66856.19
206325,$72036.00
266275,$28396.80
242669,$163010.16
285003,$80325.36
276834,$114213.60
235776,$85670.64
181896,$98741.52
270293,$0.00
218537,$53598.96
282046,$70386.48
245216,$50738.40
182007,$35704.80
243036,$55185.84
262879,$41843.52
178746,$45956.88
219054,$95191.92
217306,$31320.00
270457,$42783.12
187793,$50070.50
185871,$32176.08
206093,$125583.80
235406,$84772.80
269893,$31320.00
199085,$123296.40
182963,$90846.64
242746,$52408.80
251941,$90848.88
256103,$55291.28
212640,$34452.00
210354,$49631.76
250155,$94377.60
230703,$52241.76
224395,$77088.96
220933,$83666.16
213768,$53452.80
231260,$60820.31
238291,$122623.02
178072,$52408.80
282968,$132671.52
238390,$60552.00
179499,$123421.68
207071,$108754.26
186207,$96486.48
278355,$68528.16
232372,$40340.16
201072,$53850.04
207718,$49322.21
197224,$91078.56
186426,$86224.48
234566,$72370.08
274184,$70240.32
230300,$61172.92
262229,$56396.88
262625,$73915.20
196730,$91955.52
254346,$104504.40
205536,$64707.12
181740,$86484.96
250057,$88426.80
177577,$83950.39
212961,$31320.00
257958,$70323.84
264179,$75606.48
270761,$31445.28
262233,$41843.52
190349,$80137.44
228969,$85503.60
260002,$176874.48
280962,$74875.68
266016,$31445.28
255768,$122825.30
202507,$101265.91
220974,$88907.04
187365,$84188.16
212141,$31320.00
196160,$91955.52
190455,$116759.66
217015,$70115.04
250009,$96072.01
280390,$99075.60
280747,$74875.68
283125,$81828.72
185398,$66118.76
221934,$77360.40
193189,$73372.32
265649,$48295.44
265584,$48295.44
183424,$100511.10
212024,$34452.00
266112,$31445.28
182823,$109526.79
190331,$38857.68
181745,$93750.68
190392,$45956.88
194824,$82329.84
210520,$31445.28
248033,$60552.00
179240,$74338.80
230197,$50584.67
263946,$58956.25
184168,$91689.30
192411,$127409.76
277378,$109703.52
268922,$31320.00
258560,$111624.48
253795,$104477.52
210215,$67061.86
193507,$91078.56
240036,$77453.61
272113,$87556.37
226669,$21047.04
260549,$111915.23
271818,$167060.88
247316,$127409.76
198054,$109639.84
193786,$111499.20
